id,transcript,emo,v,a,d,n
MSP-IMPROV-S06N-F01-P-MF02,You know the one about the toaster Strudel..,H,3.333333,3.666667,2.666667,2.0
MSP-IMPROV-S06N-F01-S-FM01,with meeting.,N,2.833333,4.166667,2.0,3.0
MSP-IMPROV-S06N-F01-S-FM02,"Oh, that meeting..",N,3.0,4.333333,2.5,2.666667
MSP-IMPROV-S06N-F01-S-MF01,"Hey, did you remember to set up that meeting..",N,2.8,4.0,3.6,3.0
MSP-IMPROV-S06N-F01-S-MF02,You know the one about the packing peanuts..,N,3.0,4.0,3.2,2.8
MSP-IMPROV-S06N-F02-P-FM01,"Oh yeah, it's all than it has OK..",N,2.6,3.4,2.6,3.4
MSP-IMPROV-S06N-F02-P-MF01,and he said adding pride.,N,2.8,4.4,2.6,2.6
MSP-IMPROV-S06N-F02-S-FM01,Oh yeah..,N,3.2,3.6,3.6,3.6
MSP-IMPROV-S06N-F02-S-MF01,Have you scheduled a meeting for Friday..,N,2.8,4.0,2.6,3.6
MSP-IMPROV-S06N-F02-S-MF02,That's great coz I really need this me to go smoothly..,N,2.5,3.833333,3.666667,3.333333
MSP-IMPROV-S06N-F03-P-FM01,Who is scheduled?.,N,3.0,3.5,3.0,3.166667
MSP-IMPROV-S06N-F03-P-FM02,I like the law firm..,N,2.6,4.2,3.0,3.6
MSP-IMPROV-S06N-F03-P-MF01,quickness .,N,2.6,4.0,2.4,5.0
MSP-IMPROV-S06N-F03-P-MF02,Right..,N,2.6,3.6,2.6,3.0
MSP-IMPROV-S06N-F03-S-FM01,"Um you mean I'm sorry, which thing..",N,2.714286,3.428571,3.142857,4.428571
MSP-IMPROV-S06N-F03-S-FM02,"Oh, the meaning of the law firm, yeah, I remember..",N,3.2,3.2,3.4,3.6
MSP-IMPROV-S06N-F03-S-MF01,"Hey, I Alan I know they didn't ask about it till yesterday you probably haven't had much of a chance. But I just wanna see if you had schedule that meeting at the law firm..",N,3.0,3.6,3.2,2.6
MSP-IMPROV-S06N-F04-P-FM01,one some happy in.,H,3.8,3.8,2.6,4.0
MSP-IMPROV-S06N-F04-P-MF01,a.,N,3.0,4.2,2.4,3.8
MSP-IMPROV-S06N-F04-S-FM01,"Yeah, I got it all taken care of..",N,3.2,4.4,3.6,3.4
MSP-IMPROV-S06N-F04-S-FM02,so poor.,X,3.4,4.4,3.0,4.2
MSP-IMPROV-S06N-F04-S-MF01,"Hey, I know you got that meeting later, um have you figured everything out the law firm got all planned out..",N,3.0,3.8,3.0,3.4
MSP-IMPROV-S06N-F04-S-MF02,"Hey, I know I've been busy with everything for awhile so busy week, um, but law firm Friday, you have that all figured out..",N,3.4,4.0,3.4,4.2
MSP-IMPROV-S06N-F05-P-FM01,it has almost federals and then.,S,3.0,4.0,2.4,2.8
MSP-IMPROV-S06N-F05-S-FM01,So this XL spreadsheet and move it over here and that just put it in the file..,N,3.0,4.0,2.8,2.8
MSP-IMPROV-S06N-F05-S-FM02,OK..,N,2.4,3.8,3.2,4.2
MSP-IMPROV-S06N-F05-S-FM03,I do..,N,3.0,3.6,3.2,3.6
MSP-IMPROV-S06N-F05-S-MF01,"Hey, I'm putting you in the XL spreadsheet. I did you get your thing done for the meeting..",N,3.0,4.0,4.0,3.6
MSP-IMPROV-S06N-F05-S-MF02,"Hey, what do I need to put in the spreadsheet on Excel about the meeting..",N,3.166667,4.5,3.333333,3.5
MSP-IMPROV-S06N-F05-S-MF03,Is everything ready?.,N,3.4,4.4,3.6,3.8
MSP-IMPROV-S06N-M01-P-FM01,So..Who is this?.,N,3.0,4.6,2.4,3.6
MSP-IMPROV-S06N-M01-P-FM02,The one that's later this week right..,N,2.8,4.0,2.2,3.4
MSP-IMPROV-S06N-M01-P-FM03,"OK, good..",N,3.0,4.2,2.8,3.2
MSP-IMPROV-S06N-M01-P-MF01,they.,N,2.666667,4.166667,2.333333,3.166667
MSP-IMPROV-S06N-M01-P-MF02,Which meeting again?.,N,2.666667,4.166667,2.666667,3.666667
MSP-IMPROV-S06N-M01-P-MF03,"Yeah, that one, it's all been scheduled is all been scheduled since Wednesday..",N,3.4,3.4,3.6,3.8
MSP-IMPROV-S06N-M01-S-FM01,So did you I did remember to get that meeting in order?.,N,2.714286,3.857143,2.571429,2.714286
MSP-IMPROV-S06N-M01-S-FM02,But you know it's late this week right..,N,2.8,3.6,3.4,4.2
MSP-IMPROV-S06N-M01-S-FM03,"OK, that's good..",N,3.875,4.375,3.375,4.25
MSP-IMPROV-S06N-M01-S-MF01,Which meeting.,N,2.571429,3.428571,3.142857,3.857143
MSP-IMPROV-S06N-M01-S-MF02,"00. Yeah, that one OK? Yeah..",N,2.8,3.8,3.0,3.8
MSP-IMPROV-S06N-M02-P-MF01,the allensteins.,N,3.4,3.2,2.8,4.4
MSP-IMPROV-S06N-M02-P-MF02,Yeah..,N,2.8,4.2,2.4,2.8
MSP-IMPROV-S06N-M02-P-MF03,its tick are.,A,2.2,2.8,3.2,2.6
MSP-IMPROV-S06N-M02-S-FM01,Hey just got about meeting on Friday..,N,3.0,4.375,2.625,3.75
MSP-IMPROV-S06N-M02-S-FM02,So you gonna let me know the law firm on Friday..,N,3.0,4.2,3.4,3.6
MSP-IMPROV-S06N-M02-S-FM03,OK..,N,3.0,3.571429,3.0,3.142857
MSP-IMPROV-S06N-M02-S-MF01,"Yeah, yeah, I have..",N,2.625,4.125,2.125,3.25
MSP-IMPROV-S06N-M02-S-MF02,"Yeah, I think so, too..",N,3.0,4.666667,2.833333,4.0
MSP-IMPROV-S06N-M03-P-FM01,then the.,N,2.6,4.6,2.8,3.4
MSP-IMPROV-S06N-M03-S-FM01,"Oh, Hey, Hannah, Um, I just wanted to double check on you know that thing with him Friday did you did, you schedule it?.",N,3.0,3.333333,2.666667,4.0
MSP-IMPROV-S06N-M03-S-FM02,That was the meeting remember..,N,2.6,2.8,3.2,2.8
MSP-IMPROV-S06N-M04-P-MF01,Resolving schedule this Wednesday..,S,2.0,4.142857,2.142857,2.714286
MSP-IMPROV-S06N-M04-P-MF02,No..,N,3.166667,3.833333,3.166667,3.5
MSP-IMPROV-S06N-M04-S-FM01,Hey welcome back from work I just wanted to let you know for dinner. We don't have any milk and eggs..,H,3.2,4.0,3.0,3.0
MSP-IMPROV-S06N-M04-S-MF01,I figured everything out it is all been scheduled since Wednesday..,N,3.2,4.0,3.4,2.6
MSP-IMPROV-S06N-M04-S-MF02,"Oh yeah, I figured everything out that's all set up a plan. I'll see them on Friday..",N,3.0,3.8,3.2,2.4
MSP-IMPROV-S06N-M05-P-MF01,Open schedule..,H,3.4,3.0,3.4,3.0
MSP-IMPROV-S06N-M05-P-MF02,I'm sorry..,X,3.4,3.8,2.8,4.4
MSP-IMPROV-S06N-M05-P-MF03,Schedule is all..,H,3.75,3.625,2.875,2.25
MSP-IMPROV-S06N-M05-P-MF04,Bing..,N,2.333333,3.166667,2.666667,3.833333
MSP-IMPROV-S06N-M05-S-FM01,Thanks for helping me I can't use the computer..,H,3.2,4.0,2.6,3.0
MSP-IMPROV-S06N-M05-S-FM02,"Oh, how is work meeting on Friday?.",N,2.6,4.2,2.6,2.4
MSP-IMPROV-S06N-M05-S-FM03,and.,N,2.8,4.8,1.6,4.0
MSP-IMPROV-S06N-M05-S-MF01,Yahoo news all set up its house..,N,3.4,3.4,3.2,3.8
MSP-IMPROV-S06N-M05-S-MF02,I got the profit report ready and make sure you have to have to do you want the next week or so?.,N,2.8,4.4,3.0,4.2
MSP-IMPROV-S06N-M05-S-MF03,Yeah..,N,3.0,4.2,3.0,4.4
MSP-IMPROV-S06S-F01-P-FM01,verily i can bleed that is gone.,S,2.0,4.6,2.6,3.6
MSP-IMPROV-S06S-F01-P-FM02,yeah it has all been selina.,N,2.2,4.2,2.4,3.8
MSP-IMPROV-S06S-F01-P-MF01,I'm gonna be ready for the funeral..,S,2.0,4.285714,2.285714,3.142857
MSP-IMPROV-S06S-F01-S-FM01,I believe that is gone..,S,1.6,3.0,2.8,1.6
MSP-IMPROV-S06S-F01-S-FM02,I miss him so much..,S,2.8,2.2,3.0,2.6
MSP-IMPROV-S06S-F01-S-MF01,You know it's so sad is everything gonna be ready for the funeral next week..,S,1.571429,3.571429,3.0,2.428571
MSP-IMPROV-S06S-F01-S-MF02,okay good.,S,2.142857,4.428571,3.285714,4.285714
MSP-IMPROV-S06S-F02-P-MF01,Is everything done with everything together?.,N,2.4,4.4,2.2,4.0
MSP-IMPROV-S06S-F02-S-FM01,"Yeah, I've got most of plans, the papers..",S,2.2,4.0,2.8,3.2
MSP-IMPROV-S06S-F02-S-MF01,Hey..,S,1.714286,3.857143,2.714286,3.571429
MSP-IMPROV-S06S-F02-S-MF02,Hey is everything going OK do you have the plans for dad's funeral?.,S,1.571429,4.571429,2.571429,3.428571
MSP-IMPROV-S06S-F02-S-MF03,There's anything I can do just let me know..,S,2.4,5.0,2.2,3.6
MSP-IMPROV-S06S-F03-P-FM01,Cool. Let me know..Open schedule..,S,1.6,3.8,1.8,2.2
MSP-IMPROV-S06S-F03-P-MF01,That..,H,3.4,3.2,3.0,3.4
MSP-IMPROV-S06S-F03-P-MF02,Please try again..,S,2.2,3.4,2.4,4.2
MSP-IMPROV-S06S-F03-P-MF03,the.,N,3.2,3.8,3.2,4.2
MSP-IMPROV-S06S-F03-P-MF04,lay it the sad her head.,H,3.2,4.0,2.4,4.2
MSP-IMPROV-S06S-F03-P-MF05,My dad is dad is dad..,H,3.6,2.6,3.6,2.8
MSP-IMPROV-S06S-F03-S-FM01,"Yeah, I mean, this kind of for everybody, but it's OK..",S,1.6,2.8,3.0,4.2
MSP-IMPROV-S06S-F03-S-FM02,I yeah for the funeral..,N,2.285714,4.285714,3.142857,3.714286
MSP-IMPROV-S06S-F03-S-MF01,"Hey Alan, how you holding up..",S,2.777778,3.555556,2.888889,4.0
MSP-IMPROV-S06S-F03-S-MF02,I understand why this weekend coming on pretty fast..,N,3.0,3.6,2.2,3.4
MSP-IMPROV-S06S-F03-S-MF03,"That's funeral coming up. I know there are some details nail down, did you did, you get everything?.",S,2.0,4.0,3.0,4.2
MSP-IMPROV-S06S-F03-S-MF04,Hey Alan are you holding up..,S,2.4,3.8,3.0,2.0
MSP-IMPROV-S06S-F03-S-MF05,Hey look to get things ready for the funeral this weekend sometime details we spoke..,S,1.8,4.4,3.4,4.0
MSP-IMPROV-S06S-F04-P-FM01,his call on scheduled time renting.,N,2.6,4.2,2.4,3.2
MSP-IMPROV-S06S-F04-S-FM01,"Yeah, I have it all taken care of..",N,2.6,4.2,1.8,3.2
MSP-IMPROV-S06S-F04-S-FM02,and he'll be good.,S,2.4,3.6,2.0,3.2
MSP-IMPROV-S06S-F04-S-MF01,"Hey, did you get everything done for that funeral I mean? I know there's a lot to do the dates and everything?.",S,2.8,3.6,3.2,4.0
MSP-IMPROV-S06S-F04-S-MF02,"Hey, I know that you been doing a lot of that you're in charge of all this, you have everything done..",S,2.0,4.2,3.2,2.6
MSP-IMPROV-S06S-F05-P-FM01,Schedule..,H,3.8,3.2,2.8,2.6
MSP-IMPROV-S06S-F05-P-FM02,Send..,N,3.0,4.5,1.833333,3.833333
MSP-IMPROV-S06S-F05-P-FM03,Scheduled..,N,2.8,3.4,2.8,3.8
MSP-IMPROV-S06S-F05-P-FM04,Finished it has all been scheduled since Wednesday..,N,4.0,2.8,3.2,3.4
MSP-IMPROV-S06S-F05-S-FM01,Will have flowers at the funeral for 2 years like Halo?.,S,1.8,4.2,2.6,3.6
MSP-IMPROV-S06S-F05-S-FM02,Since Wednesday..,S,1.6,4.6,2.6,3.6
MSP-IMPROV-S06S-F05-S-FM03,Thanks for helping me out with the Funeral arrangements. I really appreciate it..,S,1.6,4.2,2.0,3.4
MSP-IMPROV-S06S-F05-S-FM04,yeah.,S,2.4,4.2,2.2,3.4
MSP-IMPROV-S06S-F05-S-FM05,asked .,N,3.0,3.8,2.4,4.0
MSP-IMPROV-S06S-F05-S-MF01,Is everything ready for the service tomorrow?.,N,3.0,3.833333,2.666667,3.5
MSP-IMPROV-S06S-M01-P-FM01,Everything for the funeral..,N,2.2,4.4,2.4,3.8
MSP-IMPROV-S06S-M01-P-MF01,Wednesday..,S,2.4,4.0,3.0,3.2
MSP-IMPROV-S06S-M01-P-MF02,Can't believe that is going..,S,2.4,3.8,2.6,2.4
MSP-IMPROV-S06S-M01-P-MF03,Resolving schedule since Wednesday..,S,2.0,4.428571,2.142857,2.142857
MSP-IMPROV-S06S-M01-S-FM01,So sad have you scheduled everything for the funeral?.,S,1.6,4.4,2.2,3.8
MSP-IMPROV-S06S-M01-S-FM02,You too..,S,1.8,3.6,2.4,3.8
MSP-IMPROV-S06S-M01-S-MF01,I can't believe that is gone..,S,1.8,3.2,3.0,2.8
MSP-IMPROV-S06S-M02-P-MF01,"Yeah, yeah, I'm fine..We already have plans..",S,1.8,4.0,2.2,2.4
MSP-IMPROV-S06S-M02-P-MF02,Schedule then I know..Open schedule..,N,2.4,3.4,2.8,3.0
MSP-IMPROV-S06S-M02-S-FM01,"Hey, how's everything going with Dad's funeral everything planned?.",S,1.8,4.8,2.4,2.8
MSP-IMPROV-S06S-M02-S-FM02,a.,X,2.2,3.8,2.2,3.2
MSP-IMPROV-S06S-M02-S-MF01,"Yeah, yeah, we're just about wrapping up..",S,2.4,4.2,2.8,2.8
MSP-IMPROV-S06S-M02-S-MF02,"Yeah, yeah, just got finished..",S,1.666667,4.333333,3.5,2.666667
MSP-IMPROV-S06S-M03-P-FM01,if i read.,H,3.4,3.8,2.6,4.0
MSP-IMPROV-S06S-M03-P-MF01,and alison coming the.,X,3.2,3.6,2.0,2.8
MSP-IMPROV-S06S-M03-P-MF02,it has all .,H,3.0,3.6,2.4,3.0
MSP-IMPROV-S06S-M03-S-FM01,Hannah are you doing all right now..,N,3.0,4.4,2.8,4.0
MSP-IMPROV-S06S-M03-S-FM02,I wanted to make sure..,N,2.5,4.666667,2.833333,3.666667
MSP-IMPROV-S06S-M03-S-MF01,and then i you know the patine.,X,2.6,4.8,2.6,4.6
MSP-IMPROV-S06S-M03-S-MF02,Yeah..,X,2.5,4.333333,2.333333,3.833333
MSP-IMPROV-S06S-M03-S-MF03,Yeah..,N,2.4,4.6,3.0,3.6
MSP-IMPROV-S06S-M03-S-MF04,I..,N,2.6,4.8,2.6,3.0
MSP-IMPROV-S06S-M03-S-MF05,i think we got.,N,3.166667,4.333333,3.166667,4.0
MSP-IMPROV-S06S-M04-P-FM01,"Oh, I'm going shopping..",N,3.166667,4.5,2.833333,3.833333
MSP-IMPROV-S06S-M04-P-FM02,"Rannoch, a conversation..",N,3.166667,4.333333,2.666667,4.333333
MSP-IMPROV-S06S-M04-P-MF01,It is all been scheduled since Wednesday OK..,N,2.833333,4.333333,2.666667,3.166667
MSP-IMPROV-S06S-M04-S-FM01,I know things have been kind of hard since dad died..How to feel preparations going?.,S,1.5,3.833333,3.166667,3.333333
MSP-IMPROV-S06S-M04-S-FM02,"I know it's been hard since your husband went overseas, but it's OK. There's tons of things you can do that. You know that I'm here in America? Why don't you go shopping a little bit..",N,3.4,4.0,3.6,4.0
MSP-IMPROV-S06S-M04-S-FM03,the.,N,2.75,4.0,3.125,4.375
MSP-IMPROV-S06S-M04-S-FM04,"I know it's been hard since your husband went overseas, but there a lot of things you can do here in America pass the time, like the way you could go to the movies and go swimming, you can go shopping..",N,3.2,4.2,2.2,3.6
MSP-IMPROV-S06S-M04-S-FM05,Sure..,N,3.5,4.0,3.375,4.625
MSP-IMPROV-S06S-M04-S-MF01,Everything is taken care of it is all been scheduled since last week..,X,2.166667,4.0,2.833333,2.666667
MSP-IMPROV-S06S-M04-S-MF02,Everything is planned the funeral go on..,S,2.2,4.0,3.6,3.6
MSP-IMPROV-S06S-M05-P-FM01,and at.,H,4.4,3.6,3.2,4.2
MSP-IMPROV-S06S-M05-P-MF01,Tell me.,H,4.2,3.2,4.0,3.6
MSP-IMPROV-S06S-M05-P-MF02,"Yeah, that was very..",H,3.714286,3.142857,3.142857,3.714286
MSP-IMPROV-S06S-M05-P-MF03,I got this one this one time I actually..,H,3.666667,1.833333,3.833333,4.0
MSP-IMPROV-S06S-M05-S-FM01,temple that had.,S,1.4,4.6,2.4,2.8
MSP-IMPROV-S06S-M05-S-FM02,No..,N,2.4,4.6,2.8,3.4
MSP-IMPROV-S06S-M05-S-FM03,No problem dad dad?.,S,2.166667,4.0,2.833333,3.0
MSP-IMPROV-S06S-M05-S-FM04,"All the arrangements, the funeral done..",S,1.6,4.2,2.8,3.4
MSP-IMPROV-S06S-M05-S-FM05,name.,N,2.428571,4.857143,2.428571,4.142857
MSP-IMPROV-S06S-M05-S-MF01,Complete dad dad.,S,1.4,3.4,2.6,2.2
MSP-IMPROV-S06S-M05-S-MF02,"Yeah, I have the flowers coming in the catering for the..",S,1.8,4.2,2.8,3.4
MSP-IMPROV-S07A-F01-P-FM01,i pipestone.,H,4.0,3.0,2.833333,4.0
MSP-IMPROV-S07A-F01-P-FM02,no not one birthday forget her.,H,3.2,3.2,3.2,3.4
MSP-IMPROV-S07A-F01-P-FM03,I am going shopping..,H,3.4,3.4,3.4,4.0
MSP-IMPROV-S07A-F01-P-MF01,"Hey, I'm really sorry it's not your birthday..",N,3.0,4.333333,2.666667,3.666667
MSP-IMPROV-S07A-F01-P-MF02,What if I?.,X,3.6,4.0,3.2,3.4
MSP-IMPROV-S07A-F01-S-FM01,"Well, I did so that happened..",A,2.0,2.666667,3.833333,2.833333
MSP-IMPROV-S07A-F01-S-FM02,no i'm not going to go any where with you birthday forget her .,A,1.5,1.833333,3.166667,3.333333
MSP-IMPROV-S07A-F01-S-FM03,I will..,A,2.2,2.2,4.0,3.2
MSP-IMPROV-S07A-F01-S-MF01,"Hey, I'm really sorry I forgot your birthday..",S,2.166667,3.833333,2.5,3.333333
MSP-IMPROV-S07A-F01-S-MF02,I really have been really busy lately? How can I make it up to you?.,N,3.0,3.8,2.4,2.2
MSP-IMPROV-S07A-F01-S-MF03,Wait at least let me give you some money..,N,3.2,3.8,2.8,3.2
MSP-IMPROV-S07A-F02-P-FM01,what i am going to.,N,2.428571,3.714286,2.857143,3.285714
MSP-IMPROV-S07A-F02-P-MF01,"I'm sorry I forgot your birthday, but we can like hang out today or something..",N,2.5,3.666667,3.0,3.0
MSP-IMPROV-S07A-F02-P-MF02,Like..,N,3.6,3.6,2.8,3.6
MSP-IMPROV-S07A-F02-S-FM01,You later..,A,2.0,3.6,2.4,3.6
MSP-IMPROV-S07A-F02-S-MF01,"Hey, I'm sorry I missed your birthday yesterday, but we can do something today..",X,3.333333,3.666667,3.333333,3.166667
MSP-IMPROV-S07A-F02-S-MF02,okay then.,X,1.8,3.8,2.4,2.6
MSP-IMPROV-S07A-F03-P-FM01,I'm going shopping..,H,3.0,2.6,3.2,3.4
MSP-IMPROV-S07A-F03-P-FM02,I'm going shopping..You really did how hurtful OK really..,S,2.4,3.4,3.0,2.8
MSP-IMPROV-S07A-F03-P-MF01,I felt your anger I liked it..,H,3.6,2.8,2.8,2.2
MSP-IMPROV-S07A-F03-P-MF02,5 your birthday friend..,N,2.333333,4.0,2.333333,3.666667
MSP-IMPROV-S07A-F03-P-MF03,"OK, cool..",N,3.0,4.8,3.4,4.4
MSP-IMPROV-S07A-F03-P-MF04,I'm going shopping ha..Don't be sad be angry at me..,H,4.4,1.4,4.6,3.0
MSP-IMPROV-S07A-F03-P-MF05,If it's easier we get the passive aggressive thing..,H,4.2,2.6,4.0,4.6
MSP-IMPROV-S07A-F03-P-MF06,Are going shopping you are? I believe that you're going shopping?.,N,2.8,3.0,3.0,3.4
MSP-IMPROV-S07A-F03-S-FM01,Find a bind..,X,2.2,3.8,3.0,3.6
MSP-IMPROV-S07A-F03-S-FM02,No..,A,2.2,3.6,2.8,3.2
MSP-IMPROV-S07A-F03-S-MF01,"Hey Alan,.",H,3.5,2.833333,3.333333,3.833333
MSP-IMPROV-S07A-F03-S-MF02,Oh nothing menu. I think I've been avoiding recently. I just wanna make sure thing is cool..,X,2.625,3.625,2.875,4.25
MSP-IMPROV-S07A-F03-S-MF03,Are you?.Alright I guess Hey do you wanna maybe get some pizza go get a movie or something?.,N,2.666667,4.5,2.666667,3.5
MSP-IMPROV-S07A-F03-S-MF04,"Hey Alan,.",H,4.0,3.0,3.6,3.8
MSP-IMPROV-S07A-F03-S-MF05,I'm I'm good is everything OK..,N,2.6,3.8,3.2,3.4
MSP-IMPROV-S07A-F03-S-MF06,Are you sure it's?.,N,2.2,3.2,3.0,2.8
MSP-IMPROV-S07A-F03-S-MF07,Alright man hit you wanna like get some pizza go to movie whenever hang out..,N,3.0,3.6,2.2,2.4
MSP-IMPROV-S07A-F04-S-FM01,"Yeah, I kinda noticed everyone else with hear you know it..",A,2.6,1.6,3.0,2.8
MSP-IMPROV-S07A-F04-S-MF01,"Hey so I'm really sorry about forgetting your birthday, but I figured we could do something..",H,4.0,3.8,3.2,3.4
MSP-IMPROV-S07A-F05-P-FM01,I'm going shopping..,N,3.2,4.4,2.0,2.2
MSP-IMPROV-S07A-F05-P-FM02,i am going.,S,1.8,4.6,2.0,2.4
MSP-IMPROV-S07A-F05-S-FM01,It was my 20 first birthday way birthday. That's a big one. It's not even like 19..,A,2.0,2.2,3.8,2.6
MSP-IMPROV-S07A-F05-S-FM02,I've known you for 10 years..,A,2.4,2.4,3.2,3.8
MSP-IMPROV-S07A-F05-S-FM03,I'm leaving..,A,2.0,2.8,3.2,3.4
MSP-IMPROV-S07A-F05-S-MF01,I'm sorry I forgot I was just really drunk for the past week..,X,2.4,2.2,3.4,2.6
MSP-IMPROV-S07A-F05-S-MF02,"You know, I've been bingeing I'm sorry..",A,2.428571,2.142857,3.285714,3.285714
MSP-IMPROV-S07A-F05-S-MF03,"Well, I mean, I can hang out with you..",X,3.0,2.4,2.6,2.4
MSP-IMPROV-S07A-M01-P-FM01,i am going shopping.,H,3.4,3.2,3.4,2.8
MSP-IMPROV-S07A-M01-P-FM02,"Hey, I'm really sorry forgot about your birthday, you wanna go do something..",X,2.625,4.0,2.125,2.5
MSP-IMPROV-S07A-M01-P-FM03,"Well, I didn't mean it come on, let's go, we can go where we want to just you and me..",H,4.0,3.6,3.0,2.4
MSP-IMPROV-S07A-M01-P-FM04,Now that we have practice..,H,4.0,4.2,2.6,4.4
MSP-IMPROV-S07A-M01-P-MF01,I am going shopping..,N,3.4,3.4,3.0,3.2
MSP-IMPROV-S07A-M01-P-MF02,"Yeah, sure you are..",A,2.2,3.6,2.4,3.4
MSP-IMPROV-S07A-M01-P-MF03,Do I'll take the money I am going shopping..,N,2.8,3.2,2.8,1.6
MSP-IMPROV-S07A-M01-S-FM01,"Hey, I'm really sorry I forgot your birthday..",S,2.333333,4.166667,2.166667,3.0
MSP-IMPROV-S07A-M01-S-FM02,"I'll make it up to you, we can go anywhere. You want to just doing me..",N,2.8,3.4,2.4,2.4
MSP-IMPROV-S07A-M01-S-FM03,Have fun I guess..,N,2.5,4.5,3.5,4.0
MSP-IMPROV-S07A-M01-S-MF01,"Yeah, I'm sure you are..",N,2.571429,3.714286,3.0,3.285714
MSP-IMPROV-S07A-M01-S-MF02,You know what I'm leaving..,A,2.166667,3.333333,3.333333,3.333333
MSP-IMPROV-S07A-M01-S-MF03,Final take it..,A,2.25,3.375,3.25,3.5
MSP-IMPROV-S07A-M02-P-FM01,Hey..,X,2.428571,3.571429,2.428571,3.571429
MSP-IMPROV-S07A-M02-P-MF01,I'm going shopping..Give me some shoes about this..,N,3.0,4.2,3.4,3.2
MSP-IMPROV-S07A-M02-P-MF02,That wasn't a pig roast..,N,3.8,3.4,2.8,4.8
MSP-IMPROV-S07A-M02-S-FM01,"Hey Hey, I know I'm sorry forgot your birthday, but we could do something today, if you wanted to..",N,2.142857,3.428571,2.714286,2.857143
MSP-IMPROV-S07A-M02-S-MF01,No no just don't even worry about it..,A,2.625,2.125,2.333333,4.0
MSP-IMPROV-S07A-M03-P-FM01,i said a etolia.,S,2.6,4.0,3.2,3.4
MSP-IMPROV-S07A-M03-P-MF01,OK. That's.,N,3.0,3.8,2.6,4.0
MSP-IMPROV-S07A-M03-P-MF02,If it's hard to be like passive aggressive about it..,H,3.4,4.0,3.2,4.4
MSP-IMPROV-S07A-M03-P-MF03,"OK, OK..",H,3.8,3.2,3.0,4.0
MSP-IMPROV-S07A-M03-S-FM01,Hey man about how you doing?.,N,3.0,4.2,3.6,3.8
MSP-IMPROV-S07A-M03-S-FM02,"You are you, saying you..",N,2.6,3.6,3.2,3.8
MSP-IMPROV-S07A-M03-S-FM03,Alright do you wanna do you like hang out like I don't know something?.,N,2.8,4.0,3.6,3.8
MSP-IMPROV-S07A-M03-S-MF01,"Hey Hey, oh, Hey, Hey, what's up?.",N,3.0,4.4,1.8,3.8
MSP-IMPROV-S07A-M03-S-MF02,"Oh, no no no no..",N,3.0,3.666667,3.833333,4.166667
MSP-IMPROV-S07A-M03-S-MF03,I know I'm going shopping..,N,3.0,4.4,3.4,4.6
MSP-IMPROV-S07A-M03-S-MF04,"Oh, Hey, how you doing?.",N,3.0,4.0,2.5,3.0
MSP-IMPROV-S07A-M03-S-MF05,"No, I'm fine..",N,2.4,4.0,3.4,3.6
MSP-IMPROV-S07A-M03-S-MF06,Then I don't I don't know..,N,3.0,3.833333,3.166667,4.0
MSP-IMPROV-S07A-M04-S-FM01,Hey sorry I didn't get a chance to tell you earlier happy birthday. I just kind of forgot about it..,N,3.0,3.0,2.8,3.2
MSP-IMPROV-S07A-M04-S-MF01,"Nope, you forgot my birthday and you know how much that means to me all my other friend, said Happy Birthday to me, except for you, I don't wanna hang out with you right now..",A,1.333333,2.5,4.0,3.166667
MSP-IMPROV-S07A-M05-P-FM01,listen a.,H,3.4,4.6,2.0,3.6
MSP-IMPROV-S07A-M05-P-FM02,a.,N,2.333333,4.166667,2.333333,4.0
MSP-IMPROV-S07A-M05-S-FM01,"Hey, I'm totally sorry. I was like I'm like 3 days behind like my test is tomorrow, I forgot..",S,1.8,3.6,2.8,3.6
MSP-IMPROV-S07A-M05-S-FM02,But it's not even on Facebook. I just totally forgot about it..,N,2.6,3.4,2.8,3.4
MSP-IMPROV-S07A-M05-S-FM03,"What I mean? Yeah, but I don't have alotta stuff going on? I forgot can we talk about?.",S,1.8,3.2,3.0,4.0
MSP-IMPROV-S07A-M05-S-MF01,How can you forget my birthday is my 21st birthday important to me?.,A,1.5,2.625,4.0,2.875
MSP-IMPROV-S07A-M05-S-MF02,Everyone else remember I got money from everyone..,X,2.285714,2.571429,3.428571,3.714286
MSP-IMPROV-S07A-M05-S-MF03,"No, I don't wanna talk to you right now..",A,2.8,3.6,2.4,3.8
MSP-IMPROV-S07H-F01-P-FM01,I..,X,3.285714,3.571429,3.0,3.0
MSP-IMPROV-S07H-F01-P-FM02,so guess i finally got mad a leech.,X,2.8,3.8,2.8,3.8
MSP-IMPROV-S07H-F01-P-FM03,For awhile and I can finally afford the laptop I wanted..,H,4.0,4.0,2.4,2.8
MSP-IMPROV-S07H-F01-P-FM04,"Yeah, I'm going shopping, I'm going shopping..",H,4.166667,3.0,2.833333,3.166667
MSP-IMPROV-S07H-F01-P-MF01,else will you look excited at the in.,N,3.4,4.2,2.8,4.0
MSP-IMPROV-S07H-F01-P-MF02,What are you?.,N,3.4,4.0,3.0,3.8
MSP-IMPROV-S07H-F01-P-MF03,oh we're great.,N,3.2,3.6,2.0,3.8
MSP-IMPROV-S07H-F01-S-FM01,Alright I finally got my new my paycheck..,H,3.8,3.0,2.2,2.4
MSP-IMPROV-S07H-F01-S-FM02,"Well, I've been saving up for awhile and I can finally afford the laptop I wanted..",H,4.4,2.4,3.2,3.8
